comment,label
 통장의 입출금 거래내역을 알림받고 싶은데 가능한가요? 거래내역 알림 기능이 있습니다. 어떻게 받을 수 있나요? 문자서비스를 받으실 수 있습니다만 비용이 발생됩니다. 비용이 얼마나 나오나요? 월 00원씩 정기적으로 청구됩니다. 건수에 상관없나요? 네 월정액 입니다. 혹시 무료알림은 없나요? 네 그럼 그걸로 등록하고 싶어요. 앱으로 등록하는 방법을 알려드릴까요? 아니요 앱말고 다른 방법은 없나요? 그럼 본인확인 후 등록을 도와드리겠습니다. 성함과 주민번호 앞자리를 알려주세요. OOO  OOOO년 OO월 OO일입니다. 기존에 등록된 OOO-OOOO-OOOO이 고객님 본인 휴대폰 번호인가요? 네 맞아요. 본인확인이 완료되었습니다. 고객님의 어떤 계좌로 해드릴까요? OOO-OOOO-OOOO OOOO계좌를 해주세요. 방금 카카오톡으로 인증번호를 보냈습니다. 확인부탁드립니다. OOOO입니다.. 네,0
 통장 거래내역이 문자로 오지 않아요. 확인부탁드려요. 문자서비스 신청은 하셨나요? 정확히 기억이 나지않아요. 확인해드리겠습니다. 고객님의 성함과 생년월일 확인해주세요. OOO  OO년 OO월 OO일이요. 고객님 명의로 카드가 확인되지 않습니다. 가족카드 신가요? 카드엔 제 이름이 있는데 이것도 가족카드 인가요? 가족카드라도 카드 사용자의 성함이 들어갈 수 있습니다. 신랑이 준거라 정확히 모르겠어요. 확인해드리겠습니다. 배우자님의 성함과 생년월일 확인해주세요. OOO  OO년 OO월 OO일이요. 네 이 카드 사용시 거래내역을 문자로 받고 싶으시다는 건가요? 네 맞아요. 문자서비스를 받으실 수 있습니다만 비용이 발생됩니다. 얼마인가요? 월정액으로 매달 00원이 청구됩니다. 그럼 신랑카드와 제 카드 각각 500원이 청구되나요? 네 수신하실 휴대폰 번호가 다르기 때문에 별도로 청구됩니다. 가족카드로 인한 할인은 없나요? 네 그런 부분은 없습니다. 그럼 그냥 등록해주세요. 네,0
 통장이 없는 계좌에 대해서도 거래내역을 확인할 수 있나요? 네 가능합니다. 인터넷뱅킹을 사용하시나요? 모바일뱅킹을 사용해요. 모바일 뱅킹에 들어가셔서 통장계좌번호를 클릭하면 해당 계좌에 대한 거래내역을 확인하실 수 있습니다. 조회기간이 3개월밖에 안나오던데요? 네 해당메뉴에서는 최근 3개월까지만 조회가능합니다.  전 그 이전 거래가 필요해요. 조회메뉴 하단의 과거거래내역 조회를 통해 1년 내역을 확인하실 수 있습니다. 더 예전 거래내역이 필요하면 어떻게 하죠? 조회메뉴 하단의 과거거래내역 요청을 통해 기간을 설정해주시면 등록한 이메일로 요청기간만큼 메일을 통해 송부드립니다. 오늘 바로 필요한데 가능한가요? 네 오늘 접수하시면 2시간 이내에 발송해드릴수 있습니다. 아니면 지점 방문이 제일 빠를 수 있습니다. 은행에 방문하면 바로 출력할 수 있나요? 네 바로 가능합니다. 신분증만 챙겨가면 되나요? 조회하실 계좌번호와 신분증과 도장을 챙겨가시면 됩니다. 아이의 통장인데 제가 대신 가도 되나요? 주민등록등본 또는 가족관계증명서를 챙겨가시면 됩니다. 부모 모두 가야하나요? 남편은 못갈것 같은데요? 그러면 남편분의 신분증도 함께 챙겨서 방문해주시기 바랍니다.,0
 공인인증서가 없는데 거래내역을 확인할 수 있나요? 네. 가능합니다. 어떻게하면 되나요? 홈페이지나 모바일앱을 통해 로그인을 하시면 조회 가능합니다. 공인인증서가 없어도 로그인이 된다구요? 네 가입시에 설정한 아이디와 패스워드를 입력하시면 됩니다. 그럼 공인인증서와 접속방법의 차이 말고는 똑같나요? 아니오 아이디와 패스워드를 통한 접속은 조회만 가능하고 나머지 기능은 불가능합니다. 저는 거래 내역과 입금확인증을 발급받고 싶은데 가능한가요? 네 그부분은 가능하십니다. 제가 아이디와 패스워드가 기억나지 않으면 어떻게 하죠? 홈페이지에서 아이디와 패스워드 찾기를 통해서도 가능합니다. 계좌번호는 알고 계시나요? 네 계좌번호와 고객님의 휴대폰 인증을 통해 아이디와 패스워드를 찾으실 수 있습니다. 거래 내역은 얼마나 조회 가능한가요? 최근 6개월까지 조회가능합니다. 그 이전 거래는 어떻게 조회할 수 있죠? 조회의 하단 부분에 과거거래내역 요청하기를 통해 요청하시면 은행에서 확인 후 고객님의 메일로 송부드립니다. 얼마나 걸리나요? 약 2시간 이내에 송부됩니다.,0
 제 계좌 잔고를 알수있을까요? 성함이 어떻게 되시나요? OOO입니다. 잠시만 기다려 주십시요. 조회를 원하시는 계좌의 계좌번호를 알려주십시요 OO은행 OOOO-OO-OOOO-OO 입니다.  소중한 정보감사합니다. 개인정보를 확인 위해 간단히 몇가지 여쭤보겠습니다. 네 고객님 주민번호 앞자리를 말씀해주세요. 주민번호 앞자리 OOOOOO입니다. 네 감사합니다. 고객님 연락처 OOO-OOO-다음 뒷번호를 말씀해주세요. OOO입니다. 오늘자 잔액을 알려드리면 될까요? 네 얼마인가요? 고객님의 잔액은 00 더 필요하신 정보가 있습니까? 아니요 없어요. 수고하세요. 네 감사합니다.,0
 모바일에서 잔액확인 방법을 알려주세요. 모바일 뱅킹을 말씀하시는 건가요? 네 맞아요 모바일 뱅킹에서 잔액확인하는 방법요 모바일 뱅킹앱이 깔려 있으신가요? 아니요 없어요. 모바일 뱅킹앱은 어떻게 깔죠? 구글플레이 앱을 우선 찾아주세요 아 여기있네요. 구글플레이앱에서 OO은행을 찾아 주십시요. 찾았어요. 설치 버튼을 눌러 주십시요. 설치…설치 완료 되었데요. 실행 버튼을 눌러 앱을 실행시켜 주십시요. 공인인증서 비밀번호 눌러서 들어가는게 맞나요? 네 그렇습니다. 잠시만요 들어갔어요. 로그인해서 들어가시면 상단에 바로 계좌 잔액이 확인되십니다. 아 보이네요. 간단하네요. 고마워요 네 감사합니다.,0
 온라인으로 계좌 잔액 확인 하려면 어떻게 해야 하나요? 인터넷 뱅킹 말씀하시는 건가요? 네 맞아요   컴퓨터 앞에 계신가요? 넵 인터넷 창을 열어 주세요. 네 열었습니다. 포털사이트 에서 OO은행을 검색해 주세요. 네 검색했습니다. OO은행을 클릭하여 들어가 주세요. 네 완료했어요. 페이지 상단 왼쪽에 개인뱅킹과 기업뱅킹이 보이싶니까? 네 보여요 개인회원이신가요? 기업회원이신가요? 개인입니다. 네 그러시면 개인뱅킹을 누르시고 로그인해 들어가 주세요. 상단 가운데 중간에 계좌에 마우스를 대시면 빠른잔액조회 메뉴가 보이시나요? 잠시만요 네 보여요 네 거기를 클릭 하시면 조회가 가능합니다. 감사합니다.,0
 인터넷뱅킹으로 잔액 확인을 하고 싶어요. 저희 은행 인터넷뱅킹 회원에 가입되어 있으신가요? 아니요 우선 인터넷뱅킹 회원 가입을 먼저 하셔야 합니다. 인터넷뱅킹 회원가입은 어떻게 하죠? 인터넷뱅킹에 가입하시려면 우선 가까운 지점을 방문하셔야 합니다. 직접 방문해야 하나요? 네 그렇습니다. 인터넷뱅킹에 가입하시려면 가까운지점 방문하셔야합니다. 방문시 필요한 서류가 있나요? 사용하고 계신 통장과 신분증을 준비하시면 됩니다. 가까운 지점이 어디일까요? 거주하고 계신 지역이 어디이신가요?  OO구 OO동 입니다. OO동은 OOO지점 OO지점 2곳이 있습니다. OO동 OO역에서 가까운 지점은요? OOO지점입니다. 혹시 전화번호 있나요? OOO-OOOO-OOOO입니다. 자세한 설명 고마워요. 네 인터넷 뱅킹 가입하시고 어려우시면 다시 문의 주세요.,0
 인터넷 뱅킹으로 잔액을 확인하는 법을 알고 싶어서요. 네 가능하십니다. 네 도와드리겠습니다. 혹시 인터넷 뱅킹은 가입 되셨나요? 네 어제 신청 했습니다. 컴퓨터 앞에 계신가요? 네 은행 페이지 열어 뒀습니다. 인증서를 이용해 로그인 해주세요. 공인인증서를 이용해 로그인… 네 완료 했어요. 상단에 보시면 개인뱅킹 기업뱅킹이 보이시나요? 네 보여요  개인뱅킹을 클릭 해주세요. 네 했어요. 좌측 상단에 메뉴바가 보이시나요? 네 계좌  상품 계좌 부분에 마우스를 대시면 아래로 버튼이 더 보이실거에요. 네 보여요. 아래로 더 보이는 메뉴중 빠른조회를 클릭하시면 됩니다. 클릭했어요. 아 잔액이 바로 보이네요 네 더 궁금한 점이 있으신가요? 아니요 혼자서 이것저것 한번 해볼께요 고마워요,0
 수고하십니다 통장 거래 내역서가 필요해서요 OOO님 본인 맞으십니까? 맞습니다. 본인확인을 위해 몇가지 여쭙겠습니다. 주거지가  OO구 OO동 OO아파트 몇동 몇호 이십니까? OOOO동 OOO호 입니다. 핸드폰 번호가 어떻게 되시나요? OOO-OOOO-OOOO입니다. 지금 고객님 명의로 된 저희 은행 계좌가 총 2건이 확인 되고 있는데요. 이중 어떤걸 계좌의 내역서가 필요하신가요? OOOO-OOO-OOOOO계좌 확인 부탁드려요. 잠시만 기다려 주십시요. 거래내역 확인이 필요한 기간은 어떻게 되시나요? OOOO년 4월 부터 11월까지 입니다. 네 거래내역이 1087건이 확인 됩니다. 그렇게나 많나요? 네 그렇습니다. 내역은 어떻게 전해 드릴까요? 혹시 메일로도 받을수 있나요? 네 가능하십니다. 사용하고 계신 메일 주소가 OOOO맞으신가요? 네 OOOOO@OOOOO.com 입니다. 네 고객님 메일 주소로 발송해 드렸습니다.,0
 수고 하십니다.작년 통장 거래내역을 확인하고 싶은데요. OOO본인 맞으신가요? 주민번호 뒷자리 확인 부탁드립니다. 네 OOO OOOOOO-OOOOOOO입니다. 작년 전체 거래내역이 필요하신가요? 작년 1월 부터 7월가지 거래내역서가 필요합니다. 최근 6개월 이전 내역은 인터넷 뱅킹으로 확인이 가능하십니다. 그래요? 메뉴를 못찾겠던데요? 혹시 지금 인터넷 뱅킹이 사용가능하신가요? 혹시 모바일뱅킹으로도 가능한가요? 네 가능하십니다. 먼저 모바일 뱅킹 로그인을 해 주십시요. 했어요. 거래>조회>거래내역 조회 순으로 들어가 주십시요. 네 들어왔어요 거래내역 조회에 들어가시면 상단에 최근 1년 이내 거래가 보이시구요 네 그 옆을 보시면 1년 이전 거래 조회가 보이실겁니다. 아 보여요 여기서 하면 되는군요.  네 그렇습니다. 자세한 안내 고마워요 수고하세요.,0
 수고 하십니다. 제가 통장을 분실했는데요. 거래내역을 확인하려면 어떻게 해야 하나요? 본인계좌 맞으신가요? 네 맞아요. 본인확인을 위해 몇가지 확인하겠습니다. 네 그러세요 거주지 주소확인 부탁드립니다. OOO구 OOO동 OO아파트 OOO동 OOO호입니다. 연락처 확인 부탁드립니다. OOO-OOOO-OOOO입니다. 궁금하신 거래내역 기간이 언제이신가요? OOOO년 전체가 필요합니다. 최근 1년 이내 거래내역은 확인해 드릴수 있으나 그 이전 거래 내역은 지점을 방문하셔야 합니다. 하 은행 가기가 쉽지 않아서 문의한건데 직접 가야하나요 네 그렇습니다. 혹시 모바일 뱅킹 사용하시나요? 네 몇달전 신청해뒀던것 같아요. 그러시면 모바일 뱅킹 계좌조회 메뉴에서 확인 가능하십니다. 아 그래요? 종이로도 뽑아 볼수 있어요? 네 엑샐파일로 저장 출력가능하십니다. 휴 다행이다 고마워요,0
 수고하십니다 제가 통장정리를 몇년동안 한번도 안해서요 내역 확인을 하고 싶은데… 통장정리가 안된 부분의 내역을 확인하고 싶으시다는 말씀이신가요? 네  그렇긴한데… 정리안한기간이 몇 년이나 되어서 확인이 될까요?통장 한두개로 안될듯 한데요 통장정리가 필요하신가요?  거래내역 확인이 필요하신가요? 정확하게 작년 거래내역이 필요해요. 통장정리를안하신 경우 OOOO-OOOO로 전화 요청 하시면 거래내역을 팩스로 받아 보실수 있습니다. 전화해서 뭐라고 하면 되죠? 전화하셔서 00번호 누르고 본인 확인 후 요청 처리 됩니다. 1년꺼가 모두 다 팩스로 받을 수 있어요? 최대 500건이며 그 이후로는 출력이 되지 않습니다.  그럼 모자란 부분은 어떻게 하죠? 지정하신 날짜 전부 출력하고 싶으시면 영업점을 방문하시면 됩니다. 그럼 500건이 넘는지 안넘는지 알수가 없는데 어떻게 해야하요? 그 부분은 저희도 확인해 드릴 수가 없습니다. 직접 영업점 방문하셔야 합니다.  그럼 영업점 방문할때 통장만 들고 가면 되나요? 영업점 방문하려면 제가 뭐 들고 가야되요? 통장만 들고가면 되나요? 네 고객님 명의로 된 통장신분증 지참하시고 근처 가까운 영업점에 방문하시면 됩니다.  알겠어요. 수고하세요 네 감사합니다.,0
 수고하십니다. 통장 정리를 너무 안해서요. 거래내역 좀 알고 싶어서요. 통장정리가 필요하신가요?    아니요.  통장정리를 너무 안해서요  제가 거래내역을 알수가 없는데 예전 내역은 알수가 없어서 어떻게 하면 되나 해서요. 혹시 궁금하신 기간이 정해져 있으신가요? 2018년 7월 입니다. 2018년 7월 1일부터 7월 31일까지 한달간 거래내역이 필요하신가요? 네 맞아요. 잠시만 기다려 주십시요. 2018년 7월 거래내역은156건 입니다. 메일 혹은 팩스로 전달 가능합니다. 어디로 전달해 드릴까요? 156건이면 A4로 몇장정도 되나요? 대략 5~6장 됩니다. 그럼 팩스로 보내주세요. 받으실수 있는 팩스번호 알려 주세요. OO-OOOO-OOOO입니다. 혹시 거래내역 조회 다른 방법도 있나요? 인터넷배킹이나 모바일 뱅킹을 이용하고 계시면 이용 가능하십니다. 아 그건 생각 못했네요. 안내 고마워요 네 편안한 하루 되십시요.,0
 수고하십니다. 혹시 해지한 계좌 거래내역도 확인 가능한가요?  본인 계좌 맞으신가요? 네 맞아요 제 계좌인데 지금은 해지하고 사용하고 있지 않아요. 저희 은행 인터넷 뱅킹이나 모바일 뱅킹 사용하고 계신가요? 사용 안한지 오래되서 확인해봐야 할것 같아요. 혹시 제 인터넷이나 모바일 뱅킹 아직도 사용 가능한지 확인해 주실수 있나요? 네. 확인한 결과 사용가능합니다.  은행앱 설치하시고 로그인 진행 해보시겠습니다? 잠시만요 로그인 했는데 통장정보가 안보여요. 해지한 계좌 정보는 해지계좌 조회로 들어가시면 보실수 있습니다.  메뉴를 못찾겠어요. 모바일뱅킹 실행중 이십니까? 네 첫화면 이에요. 뱅킹 매뉴 조회를 들어가 보시면 해지계좌 조회가 보이실꺼에요. 아 여기 있네요. 5년이내 거래내역 조회가 가능하네요. 네 5년 이내 해지 계좌 조회가 가능하고요. 5년 이전에 해지 계좌는 영업점에 직접 방문 하셔야 합니다. 거래 내역도 자세히 안보이네요? 네 자세한 내역도 지점을 방문하셔야 합니다.,0
 안녕하세요 해지한 계좌 거래내역 좀 알 수 있을까요? 전화 주신분 본인 계좌가 맞으신가요? 네 제꺼에요. 아주 예전에 해지한 계좌에요. 혹시 저희은행 인터넷 뱅킹이나 모바일 뱅킹을 이용하고 계신가요? 아니요 잘 몰라요. 모바일? 그건 어떻게 쓰는 거에요? 고객님 전화기에 앱을 설치하여 사용하시는 겁니다. 그래요? 잠시만요. 어떻게 설치하는 거죠? 플레이스토어에서 OO은행 검색하여 설치하시면 됩니다. 잠시만요 고객님은 모바일 뱅킹 사용 신청을 아직 안하셔서 앱을 깔아도 이용하실수가 없습니다. 아 그럼 뭐에요 어떻게 해야 하죠? 가까운 지점 방문하셔서 모바일 뱅킹 서비스를 신청하셔야 합니다. 그럼 거래내역 확인 가능한거에요? 네 그렇습니다. 그럼 혹시 은행에서도 거래내역 뽑아 주나요? 네 가능하십니다. 내용에 따라 수수료가 부과 될 수도 있습니다. 네 우선 은행부터 가봐야 겠네요. 네 도움이 되셨길 바랍니다. 그래요 수고해요,0
 딸아이가 초등학교 때 해지한 계좌가 있어요. 거래내역을 확인 할 수 있을까요? 따님 계좌 거래내역을 확인하고 싶으시다는 거죠? 네 맞아요. 따님 나이가 어떻게 되시나요? 지금 중학생이에요. 미성년 자녀의 부모님이시라면 거래내역 조회 가능하십니다. 출력물로 확인하고 싶은데 어떻게 하면 되나요? 서면은 영업점을 방문하셔야 가능하십니다. 아이와 함께 가야 하나요? 몇가지 서류를 준비하시면 혼자 방문하셔도 가능하십니다. 뭘 준비하면 되죠? 방문하시는 부모님 본인의 신분증하고요 가족관계증명서 자녀분의 기본증명서 각 1부씩 준비하시면 됩니다. 기본증명서는 아이 기본증명서 이야기 하는 건가요? 네 자녀분의 기본증명서를 지참하시면 자녀분께서 함께 방문하지 않으셔도 됩니다. 아 그렇군요 혹시 아이와 함께 가면 가족관계증명서는 없어도 되나요? 따님이 동행하시더라도 구비서류는 동일합니다. 가족관계증명서  기본증명서는 꼭 필요한 거네요? 네. 그렇습니다. 알겠어요. 수고하세요,0
